,Q,A,label
9221,선생님이 모른 척하셔서 많이 슬프셨겠어요.,난 정말 더는 살고 싶지 않아. 너무 힘들어.,1
9222,남편분께서 퇴근 시간이 늦어져서 걱정되시겠어요. 남편분과 대화를 하실 때 어떤 기분이신가요?,남편과 대화를 하다 보면 마치 남과 이야기 하는 것 같아. 나 때문인 것 같아.,1
9223,집주인 때문에 마음이 좋지 못하겠어요.,이런 세상이 너무 불공평하고 원망스러워.,1
9224,다들 준비를 했다고 해서 혼란스러우셨겠어요.,나도 준비를 해야 하는데 다 준비를 했다고 하니 당황스러워. 내가 늦은 걸까?,1
9225,어머니께서 살날이 며칠 안 남아셨다고 하니 슬프시겠어요.,그동안 해드린 게 없는 것 같아 더 슬퍼.,1
9226,왜 원하는 대학에 가실 수가 없나요.,우리 집은 굉장히 가난해서 등록금을 낼 돈도 없어.,1
9227,여자 친구의 말에 상처받으셨군요.,우리가 잘 지내고 있는 줄 알았는데 그게 아니었나 봐. 어떻게 하면 좋을까?,1
9228,친구가 시한부라니 많이 충격 받으셨겠네요.,몇십 년을 함께한 친군데 친구가 곧 떠난다는 게 실감이 안 나.,1
9229,지금 기분이 우울하시군요. 무슨 일 있어요?,가족들이랑 사이가 좋아지질 않아.,1
9230,병원에서 지내게 되셔서 억울하시군요. 더 자세히 말씀해주시겠어요?,나는 평생 가난해서 열심히 돈을 벌었는데 은퇴하고 나니까 갑자기 암에 걸렸어. 너무 비참하다.,1
9231,좀 더 자세히 말씀해주시겠어요?,아내는 나한테만 돈을 모으라고 하고 자기는 사고 싶은 게 있으면 다 사는 태도에 상처받았어.,1
9232,아드님이 명절에 못 내려오셔서 아쉬우시겠어요.,바쁜 건 어쩔 수 없겠지만 일 년에 몇 번 보지도 못하는데 말이야.,1
9233,적응의 문제로 힘들어하시는군요.,잘 아는 일도 프로그램으로 하려면 다시 배워야 하니 너무 힘들고 마비될 것 같은 심정이야.,1
9234,아들이 재능이 없는 것 같아 속상하시군요.,아들이 피아노 잘 치면 뒷받침 잘해주고 싶었는데 뜻대로 잘 안되네.,1
9235,직장 생활에 대해 고민이 있으신 건가요?,응. 월급을 받아도 그다음 날이면 텅 비어 버려서 좀처럼 가난에서 벗어날 수가 없어. ,1
9236,회사에 불만이 많으시군요.,회사를 그만두고 싶은데 생계 때문에 어쩔 수가 없어.,1
9237,동갑인 최 부장은 심혈관질환도 없이 건강해서 질투가 나시겠어요.,하지만 그 친구 잘못은 아니니 내 건강을 챙길 방법을 찾아야지.,1
9238,사고 싶은 것이 있어도 돈 걱정 때문에 마음이 괴로우시군요.,응. 돈도 얼마 못 모아서 마음이 무거워.,1
9239,나이가 드니 건강에 대해 체념하셨군요. 앞으로 어떻게 하려고 생각하시나요?,안 좋아진 거야 느끼지만. 모르겠다. 괜찮겠지 뭐.,1
9240,어떤 상황인데 선생님께서 포기하라고 하시나요?,가해자들이 반성하기 어렵다고 포기하래.,1
9241,아드님이 취업 생각 없이 게임만 해서 환멸을 느끼시는군요.,어떻게 아직까지 손을 벌리는지 모르겠어.,1
9242,그렇군요. 친구분의 이민 소식에 대해 어떻게 생각하시나요?,친구 한 명을 잃는 것 같아 슬프고 안타까워. 인맥도 그만큼 좁아지는 거니까.,1
9243,박사과정이 얼마 안 남았는데 취업 문제로 너무 속상하시겠어요. 선택한 전공에 대해서까지 고민되고요.,대학 과정부터 벌써 구 년째인데 인제 와서 전공을 포기하는 것도 쉬운 일이 아니지. ,1
9244,저런. 앞으로의 계획은 어떻게 되시나요?,빚이 많아서 아르바이트라도 시작하려고 해. 일자리도 요즘 없는데 걱정이 너무 많아.,1
9245,전 애인의 결혼 소식이라니 기분이 씁쓸하고 슬프시겠어요.,우리가 헤어진 게 몇 년 전인데 벌써 새 인연을 찾았다는 게 속상해. 난 어쩌면 좋지?,1
9246,버스 기사 때문에 기분이 좋지 않으시군요.,조금만 기다려주면 더 좋을 텐데. 아무도 이해해 주지 않는 것 같아 슬퍼.,1
9247,기분이 안 좋으시군요. 무슨 일 있으신가요?,직장에서 상사에게 욕을 먹었어. 그것도 제대로 못 하냐고 하니까 자존심이 상하더라고.,1
9248,죽음을 생각하면 두려우시군요.,지금처럼 건강하게 영원히 살면 좋을 텐데. 죽게 된다고 생각하면 우울하고 슬퍼.,1
9249,동성을 좋아한다는 혼란 때문에 방어적인 태도가 생겼군요.,앞으로 어떻게 해야 할지 모르겠어.,1
9250,작년보다 안 좋게 나와서 울적한 기분이 드시겠어요.,원래 건강했고 지금도 괜찮다고 생각하는 데 작년보다 나쁘다니까 기분이 울적하네.,1
9251,요즘 우울하고 슬픈 감정을 많이 느끼시는군요.,집에 결혼시킬 여유가 없어서 딸에게 네가 알아서 결혼 준비를 했으면 좋겠다고 하니 서운해하더라고.,1
9252,치료를 포기한다니요? 자세히 말해주시겠어요?,더 이상 희망이 없어. 가족들이랑 남은 시간을 좋은 추억 쌓으면서 지내고 싶어.,1
9253,나와 짝을 안하려는 친구들 때문에 많이 속상했겠어요.,도대체 내가 뭘 어쨌다고 나를 싫어하는지 모르겠어.,1
9254,그 얘기를 듣고 어떤 기분이 들었나요?,결혼도 안 했는데 내 품을 떠나겠다고 하니 당황스럽고 실망스러워.,1
9255,공부 스트레스로 머리가 아파서 괴로우시겠어요.,이렇게 힘들게까지 공부를 해야 하는 걸까? 이 짓을 일년 내내 해야 한다니 정말 고통스러워.,1
9256,어떤 부분이 특히 후회되시나요?,처음 직업을 선택할 때 남들이 좋다는 걸 그냥 따라왔거든. 내가 좋아하는 걸 선택했어야 하는데.,1
9257,친구가 사고를 당해서 많이 슬프겠어요. 친구는 많이 다쳤나요?,많이 다쳤어. 그래서 더 슬퍼.,1
9258,뭘 해도 즐겁지 않고 우울감이 심하시군요. 좀 더 말씀해주세요.,노인정에 있어도 재미가 없어. 그냥 외롭고 허전하기만 해.,1
9259,친구분께서 기한 내에 돈을 갚지 못하시는군요. 이제 어떻게 하실 생각이세요?,글쎄. 달리 방법이 없으니 은행 대출을 알아봐야지.,1
9260,몸이 아주 힘드셔서 직업 선택에 대해 다시 생각을 해보게 되셨군요.,무엇보다도 원했던 일이라 오랫동안 참고 버텨왔는데 더는 어려울 것 같아. 지긋지긋하고 진저리 날 정도야.,1
9261,가족들이 비웃어서 눈물이 나시는군요. 이 상황을 어떻게 대처하고 계시나요?,이젠 무시하고 당당하게 살아가려고 노력하는 중이야. 그런데 마음처럼 잘 안되네.,1
9262,안 좋은 일이 있으셨군요. 어떤 일인지 말씀해 주실 수 있나요?,사실은 임신을 해서 너무 기뻤는데 유산이 되어 버렸어. 모든 게 다 내 탓인 것만 같아.,1
9263,동생이 대화할 때 눈을 안 보는군요.,부모님이 나를 첫째라고 챙겨 주시는 게 있어서 동생이 서운한가 봐.,1
9264,몸이 많이 안 좋으신가 봐요?,자식에게도 의지하지 않으려고 노력하는데 자꾸 몸이 아파.,1
9265,그런 생각이 들어 많이 낙담하시겠어요.,응. 정말 미래가 깜깜하고 앞이 안 보이는 것만 같아.,1
9266,건강때문에 걱정이 많으시겠네요.,나는 건강관리를 잘해왔는데 내가 왜 이런 병에 걸린 걸까?,1
9267,결혼에 염세적인 태도를 가지고 계신 것 같아요.,이혼하느니 결혼을 아예 안 하는 게 낫지.,1
9268,많이 지치신 것 같아요. 조금 더 자세히 말해주실래요?,결국 취직만 하면 다 해결되는 줄 알았는데 또 월급의 노예가 된 기분이야.,1
9269,회사의 위기가 사장님 탓이라고 생각하시는군요. 무슨 일 있으신가요?,이번에 회사가 큰 손해를 봐서 부도날 위기에 처했는데 사장 능력이 부족해서 그런 거 같아.,1
9270,통장에 잔액이 없어서 충격 받으셨군요.,하루하루 아껴서 살고 있는데 이젠 정말 바닥을 보이는 구나.,1
9271,결혼을 못 해서 초조함을 느끼시는군요. 결혼하고 싶은 이유가 있나요?,누군가를 만나서 서로 기쁨을 나누고 위로를 받고 싶어.,1
9272,왕따를 당하기 시작하다니 정말 슬플 것 같아요.,난 내가 왜 왕따를 당하는지 정말 이해가 되지 않아.,1
9273,코로나로 연락이 끊겨 속상하시군요.,한창 친구랑 즐겁게 지낼 젊은 시기라 더 아쉬워.,1
9274,갑자기 재정이 안 좋아지셨군요. 좀 더 자세히 이야기해 주실 수 있나요?,주식 투자에 너무 열을 올리다가 그만 주식이 폭락하는 바람에 재정이 안 좋아졌어.,1
9275,노력하신 결과가 제대로 보이지 않아서 무력하시군요.,이럴 줄 알았으면 애들 먹고 싶다는 것 하나 더 사주면서 살걸 그랬어.,1
9276,옛 동료분들의 소식이 궁금하신가 봐요. 어떤 사이셨나요?,동료로서 같이 일할 땐 짜증 나고 후회도 했지만 지나고 생각하니 나쁜 사람들은 아닌 것 같아.,1
9277,제대로 취직하지 못한 아들이 답답하고 한심하다는 생각이 충분히 들 수 있어요.,우리 부부도 이제 늙었는데 언제쯤이면 번듯한 직장 얻어 독립해 나갈지 모르겠어.,1
9278,엄마와 싸워서 기분이 우울하군요. 우울할 때 기분 전환하는 방법이 있나요?,음. 운동을 하고 땀을 흘리면 기분이 좋아져.,1
9279,나만 빼고 급식을 먹는 친구들 탓에 마음이 아프시군요.,너무 슬프고 마음이 복잡해.,1
9280,고지혈증 때문에 회식을 마음껏 즐기지 못하셨는데 회식비를 다 내셔서 억울하셨군요.,다들 즐거워 보이는데 나만 병 때문에 즐기지 못하는 게 상처가 됐어.,1
9281,친구가 미래를 위해 여러 가지 활동을 하고 있군요. 어떤 이유로 그렇게 생각하시는 건지 말씀해주실 수 있을까요?,열심히 해서 부모님께 잘하겠다는데 그렇게 드는 돈이 부모님에게서 나오는 거잖아. 지금을 희생시키는 느낌이라 아이러니해 보여서.,1
9282,그러시군요. 많이 힘드셨겠어요.,이제는 정말 다 포기하고 싶어져.,1
9283,같이 기뻐해주지 않는 친구 분 때문에 마음고생이 심하셨겠어요.,친한 친구라고 생각했는데 이렇게 나이 들어서까지 내가 건강한 걸 못 보겠다 이거지.,1
9284,부모님이 응원해주지 않아서 속상하시겠어요.,내가 연기에 재능이 있다는 걸 부모님이 인정하면 응원해줄까?,1
9285,아직 취업을 못하셔서 슬프시군요.,왜 아직도 나만 취업을 못했을까 이런 생각이 들면서 힘들어.,1
9286,지인과 멀어지는 것 같아 속상하시군요.,글만으로 연락하고 지내니 생동감도 없고 재미도 없는 것 같아. 대화도 계속 이어나가지 못하게 되고.,1
9287,친구가 추천해준 건강식품인데 입에 맞지 않으셔서 실망하셨군요.,건강에 좋다고 해도 맛이 있어야 먹는데 지금 냉장고에 쌓여있어.,1
9288,학교에 대한 기대가 실망으로 바뀌어서 슬프시겠어요.,누구 하나 친해질 수 있을 거라고 생각했는데 아무도 말을 걸어 주지 않았어.,1
9289,그러세요. 어떻게 하면 좋을까요?,공부 말고 다른 진로를 알아봐야겠어.,1
9290,검진 결과가 좋지 않은데 남편분이 위로해 주지 않아 매우 속상하셨겠어요.,그래. 가족들 건강을 챙기느라 내 건강은 못 챙겼는데 가족들에게 버려진 기분까지 들어.,1
9291,학교폭력을 당하고 있어서 괴로우시군요. 주위에 이 문제를 도와줄 사람이 있나요?,내 주위에는 아무도 없는 것 같아. 앞으로 어떻게 해야 할지 모르겠어.,1
9292,후배가 먼저 승진해서 상처 많이 받으셨군요.,응 나도 할 만큼 열심히 했는데 언어가 문제였나봐.,1
9293,김 씨와 함께 해야 할 일을 혼자 하게 되어서 힘드신가 봐요.,내 생각에 관절염은 핑계고 힘든 일을 하고 싶어 하지 않는 것 같아.,1
9294,친구들이 모두 떠나고 혼자 계셔서 외로우시겠어요.,나도 언제 어떻게 될지 모르는 신세인데 요즘 기분이 참 이상해.,1
9295,요즘 학생들이 원격 수업을 해서 친구 만날 기회가 없군요.,학창 시절에 친구 관계가 중요한데 너무 아쉬워.,1
9296,어렸을 때 건강관리를 할껄 후회하시는군요. 무슨 이유가 있을까요?,눈물이 날 정도로 나빠지고 있다는게 느껴지고 있는 요즘이야.,1
9297,왜 우울한지 말씀해 주실 수 있으실까요?,응. 요즘 건강이 나빠지고 있는 게 느껴져.,1
9298,긴 시간을 함께 했던 사람과 헤어졌으니 마음이 많이 아프겠어요.,결혼까지 생각한 사람이었는데 집안 반대로 어쩔 수 없이 헤어졌어.,1
9299,성차별로 인한 해고에 억울하시군요.,올해 실적에 가장 크게 기여한 사람이 나인데도 상관이 없나 봐.,1
9300,상사가 하는 말에 회사 사정이 나쁘다는 생각이 드는군요. 슬픈 기분이 들겠어요.,지난번에도 사정이 안 좋았는데 상사가 좋은 척 거짓말했어. 이제 못 믿겠어.,1
9301,쓸쓸한 느낌이 드시는군요. ,확실히 나이 먹으니까 주변에 아무도 없는 것 같아 외롭고 쓸쓸하고 그러네.,1
9302,건강관리로 식단을 조절하고 계시는군요.,살이 빠지는 것 같지도 않고 힘들기만 하네.,1
9303,예상치 못한 상황이 생겨 속상하셨겠어요.,일주일이나 잠을 제대로 못 잤는데 다음 주도 일할 생각 하니까 너무 슬퍼.,1
9304,등산을 했는데 체력이 떨어지는 것 같아 속상하셨군요.,친구들은 잘만 올라가는데 자꾸 비교되면서 내가 너무 못난 것 같이 느껴졌어.,1
9305,내가 한 일도 아닌데 회사에서 혼나셨군요. 회사에서 무슨 일이 있으셨나요?,거래처에서 온 전화를 내가 받지 않았는데 내가 받고 전달을 안 한 것으로 오해받았거든.,1
9306,일에 집중하다 보니 남은 친구가 없는 것 같다고 느끼시는군요.,혼자가 되었지만 뭐 어쩌겠어. 감내할 수밖에.,1
